id;label
1809;Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufrisse und Grundriss
1810;Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufrisse und Grundriss Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufrisse und Grundriss/Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufriss und Grundriss
1811;Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufrisse und Grundriss Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufrisse und Grundriss/Marburg, Landgrafenschloss, Entwurf zur Giebel- und Dachform, Aufriss
1812;Kassel, Wohnhaus der Gebrüder Blaue in der Köllnischen Straße, Bauaufnahme, Aufriss
1813;Kassel, Königliches Schauspielhaus (Altes Hoftheater), Entwurf zum Anbau des Bühnenkellers, Schnitte
1814;Blick in den Ausstellungsraum mit den minoischen Sarkophagen im Archäologischen Museum in Iraklion (Saal XIII)
1815;Christus bricht unter dem Kreuz zusammen
1816;Notenpult
1817;Marburg zur Zeit des 30jährigen Krieges
1818;Marburg-Ockershausen, Tor
1819;Strahlenkranzmadonna
1820;Trompe l'oeil
1821;Großenhausen (Linsengericht), Wohnhaus und Wirtschaftsgebäude des Friedrich Schäfer?, Skizze, Grundriss
1822;Giebelrelief mit Darstellung der Ehernen Schlange
1823;Brücke in Goßfelden
1824;Kassel, Opernhaus (Altes Hoftheater), Bauaufnahme, Grundriss des Obergeschosses
1825;Bärchen mit Kerze
1826;Heiliger Bischof
1827;Musikzimmer im Hause Wilhelm Hensels
1828;Wehrda bei Marburg, Wohnhaus Jakob Opper
1829;Marburg-Ockershausen, Scheunentor, anno 1696
1830;Barock-Armstuhl
1831;Kairo, Rennplatz Heluan, Die Missionskapelle der französischen, katholischen Mission
1832;Kesseltor (1776 abgebrochen)
1833;Bad Hersfeld, Ehemaliges Städtisches Lyzeum (Luisenschule), Turnsaal-Gebäude, Entwurf, Aufriss und Schnitt
1834;Großenlüder, Wohnhaus und Wirtschaftsgebäude der Unterburg, Entwurf, Aufrisse und Grundrisse
1835;Großenlüder, Wohnhaus und Wirtschaftsgebäude der Unterburg, Entwurf, Aufrisse und Grundrisse Großenlüder, Wohnhaus und Wirtschaftsgebäude der Unterburg, Entwurf, Aufrisse und Grundrisse/Großenlüder, Wohnhaus in der Unterburg, Entwurf, Aufriss und Grundrisse
1836;Großenlüder, Wohnhaus und Wirtschaftsgebäude der Unterburg, Entwurf, Aufrisse und Grundrisse Großenlüder, Wohnhaus und Wirtschaftsgebäude der Unterburg, Entwurf, Aufrisse und Grundrisse/Großenlüder, Wirtschaftsgebäude der Unterburg, Entwurf, Aufriss und Grundriss
1837;Ornamentale Malerei
1838;Verschneiter Weg auf dem Hexentanzplatz
1839;Pfeilerdekoration
1840;Kassel, Georgenstraße, Umbauentwurf für das Haus Nr. 9, Perspektivische Ansicht
1841;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse
1842;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Kellergeschoss, Bauaufnahme, Grundriss
1843;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, erstes Geschoss, Bauaufnahme, Grundriss
1844;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, zweites Geschoss, Bauaufnahme, Grundriss
1845;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, drittes Geschoss, Bauaufnahme, Grundriss
1846;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Dachgeschoss, Bauaufnahme, Grundriss
1847;Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse Marburg, Landgrafenschloss, Stockhaus - heutiger Wilhelmsbau, Bauaufnahmen, Grundrisse/Marburg, Landgrafenschloss, Stockhausanbau - heutiger Wilhelmsbau, Bauaufnahme, Grundrisse
1848;Wiedehopf
1849;Kleiner Kruzifixus
1850;Marburg, Universitätsmuseum: Esse aus Herzhausen bei Biedenkopf (1798)
1851;Totenbildnis Felix Mendelssohn-Bartholdy auf dem Totenbett
1852;Marburg, Landgrafenschloss, Marstall (heute Stipendiatenanstalt), Bestandsaufnahme, Aufriss
1853;Blick vom Kai in Nauplion zur Inselfestung Bourdji
1854;Glocke
1855;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse
1856;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwurf, perspektivische Ansicht und Längsschnitt
1857;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Turmhelm, Entwurf, Aufriss und Grundriss
1858;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Turmhelmvarianten, Entwurf, Aufrisse und Grundrisse
1859;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwurf zur Kanzel, Grundriss
1860;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwurf zur Kanzel, perspektivische Ansicht
1861;Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse Großenlüder, Katholische Pfarrkirche Sankt Georg, Entwürfe, perspektivische Ansichten, Längsschnitt, Aufrisse und Grundrisse/Großenlüder, Katholische Pfarrkirche Sankt Georg, Altarentwurf, Detail, Aufriss
1862;Mond mit Schimmel
1863;Marburg von Süden
1864;Marburg, Landgrafenschloss, Umbauentwurf als Stockhaus (Einrichtung zu einem Zuchthaus), Grundrisse
1865;Marburg, Landgrafenschloss, Umbauentwurf als Stockhaus (Einrichtung zu einem Zuchthaus), Grundrisse Marburg, Landgrafenschloss, Umbauentwurf als Stockhaus (Einrichtung zu einem Zuchthaus), Grundrisse/Marburg, Landgrafenschloss, Umbauentwurf als Stockhaus (Einrichtung zu einem Zuchthaus), Grundrisse
1866;Skiläufer auf dem Weg zum Torfhaus
1867;Frankenau (Kreis Waldeck-Frankenberg), Entwurf für den Neubau eines Gerätehauses für die Oberförsterei, Aufrisse, Querschnitt, Lageplan und Grundriss
1868;Frankenau (Kreis Waldeck-Frankenberg), Entwurf für den Neubau eines Gerätehauses für die Oberförsterei, Aufrisse, Querschnitt, Lageplan und Grundriss Frankenau (Kreis Waldeck-Frankenberg), Entwurf für den Neubau eines Gerätehauses für die Oberförsterei, Aufrisse, Querschnitt, Lageplan und Grundriss/Frankenau (Kreis Waldeck-Frankenberg), Neubau eines Gerätehauses für die Oberförsterei, Entwurf, Aufrisse, Querschnitte, Lageplan und Grundriss
1869;Kassel, Opernhaus (Altes Hoftheater), Bauaufnahme, Grundriss des Kellergeschosses
1870;Der Zaubergong
1871;Bildnis einer Frau aus dem Umkreis Mendelson-Bartholdy-Hensel
1872;Merxhausen (Emstal), Landeshospital, Waschhalle - Kamin, Entwurf, Querschnitt, Grundriss und Aufriss
1873;Mardorf bei Kirchhain, Tür
1874;Liegender Mann mit Allongeperücke
1875;Marburg, Landgrafenschloss, Wilhelmsbau, Bestandsaufnahme, Aufriss
1876;Marburg von Osten
1877;Spangenberg: Ortsansicht
1878;Vegetation am Eingang zur Festung Palamidi
1879;Bad Hersfeld, Ehemaliges Städtisches Lyzeum (Luisenschule), Turnsaal-Gebäude, Entwurf, Aufriss und Grundrisse
1880;Marburg, Ehemaliges Dominikanerkloster, Schule und Universitätsgebäude, Bestandsaufnahme, Aufriss
1881;Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz
1882;Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz/Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Lageplan
1883;Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz/Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau , Aufriss und Grundriss
1884;Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Plansatz/Großkrotzenburg, Sankt Laurentius, Entwurf für einen Neubau, Querschnitt
1885;Fensterblick nach Marburg
1886;Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse
1887;Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse/Marburg, Landgrafenschloss, Stockhaus, Erdgeschoss, Bestandsaufnahme und Umbauentwurf für das Staatsarchiv, Grundriss
1888;Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse/Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahme und Umbauentwurf für das Staatsarchiv, Grundriss des ersten Geschosses
1889;Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse/Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahme und Umbauentwurf für das Staatsarchiv, Grundriss des zweiten Geschosses
1890;Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahmen und Umbauentwürfe für das Staatsarchiv, Grundrisse/Marburg, Landgrafenschloss, Stockhaus, Bestandsaufnahme und Umbauentwurf für das Staatsarchiv, Grundriss des dritten Geschosses
1891;Havelansicht
1892;Flasche mit Band und Glas
1893;Witzenhausen, Geschäftshaus mit Gefängnis, Entwurf, Grundrisse
1894;Kasten
1895;"Wächtersbach, Fürstlich Isenburgisches Schloss; Bestandaufnahme, Grundriss"
1896;Kassel, Opernhaus (Altes Hoftheater), Umbauentwurf für den Altan (Portikus), Aufrisse
1897;Marburg, Gasthaus Altes Brauhaus, Bauaufnahme, perspektivische Ansicht
1898;Bildnis Cäcilie Jeanrenaud, Frau von Felix Mendelson-Bartholdy
1899;Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 11: Melchisedek, Isaak und Jakob
1900;Bildnis des Johann Caspar von Ampringen, Hochmeister des Deutschen Ordens 1664-1684
1901;Schraubflasche
1902;Tasse mit Untertasse
1903;Unbekannter Ort, Entwurf zu unbekanntem Gebäude, Grundrisse
1904;Bildnisbüste des Ludwig Bickell
1905;Ofenkachel
1906;Chorschranke
1907;Stilleben mit Kanne
1908;Marburg, ehemalige Universitäts-Frauenklinik, Bauaufnahme, Aufriss
1909;Witzenhausen, Schule, Entwurf, Aufrisse und Grundrisse
1910;Kassel, Opernhaus (Altes Hoftheater), Umbauentwurf zur Eingangsfassade, Aufriss
1911;Bildnis Fanny Hensel, Schwester von Felix Mendelson-Bartholdy
1912;Neuer Botanischer Garten Marburgs
1913;Entwurf zu einem Wohnhaus, Akademische Studie, Schnitt
1914;Bauchige Henkelflasche
1915;Bildnis des Hans Heinrich Freiherr von Boineburg, genannt Hohenstein (1642-1699), Mitglied des Deutschen Ordens seit 1687 (oder 1689)
1916;Philippsthal, Schloss, Hofraum mit Brunnen, Platzanlage, Aufriss, Schnitt
1917;Die goldene Nase
1918;Marburg, Haus Sömmering, Barfüßerstraße 29, Entwurf, Aufrisse und Grundrisse
1919;Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung
1920;Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung/Grebenstein, Hospital, Bestandsaufnahme, Lageplan
1921;Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung/Grebenstein, Hospital, Bauaufnahme, Grundrisse
1922;Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung/Grebenstein, Hospital, Bauaufnahme, Aufriss und Grundriss
1923;Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung Grebenstein, Hospital, Bestandsaufnahme, Lageplan, Aufriss, Grundrisse und Beschreibung/Grebenstein, Hospital, Schriftstück, Beschreibung
1924;Ofenkachel mit Darstellung eines Fauns
1925;Chorgestühl der Ordensritter
1926;Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 12: Hohepriester oder Aaron, Josua und Kaleb
1927;Abguss des im 19. Jahrhundert verschollenen Kameo von der Marienseite des Elisabethschreins
1928;Wächtersbach, Pfarrkirche, Bauaufname des Grundrisses und zweier Fenster, Druckvorlage Grundriss und Aufriss Fenster
1929;Reiseapotheke
1930;Zinnteller mit Apfel
1931;Heukahn auf dem Kanal
1932;Kassel, Opernhaus (Altes Hoftheater), Umbauentwurf, Aufriss der Eingangsseite
1933;Bern, Inselspital (Universitätsspital), Leichengebäude für Operationsübungen, Entwurf, Grundriss
1934;Wirtheim, Wandtabernakel mit Dreipassbogen und Kreuzblumenornamenten, Druckvorlage, Aufriss
1935;Marburg?, Fenstergitter für das Haus von Herrn Dr. Feldner, Bauaufnahme, Aufrisse
1936;Gemme: Wabenmuster
1937;Bildnis des Christian Friedrich von Brand (1697-1746), Mitglied des Deutschen Ordens seit 1730
1938;Spitzbecher aus dem Grabhügel U 9 vom Neuen Botanischen Garten Marburgs
1939;Aussichtspunkt mit einem Wegekreuz oberhalb von Karlsbad
1940;Marburg-Ockershausen, Alte Kirchhofgasse Nummer 13, Wohnhaus Martin Höhl
1941;Szenen zu Homers Ilias
1942;Szenen zu Homers Ilias Szenen zu Homers Ilias/Ilias- Titelseite
1943;Szenen zu Homers Ilias Szenen zu Homers Ilias/Apollo sendet die Pest
1944;Szenen zu Homers Ilias Szenen zu Homers Ilias/Streit um Briseis
1945;Szenen zu Homers Ilias Szenen zu Homers Ilias/Helena am skäischen Tor
1946;Szenen zu Homers Ilias Szenen zu Homers Ilias/Schlacht
1947;Szenen zu Homers Ilias Szenen zu Homers Ilias/Ares verwundet
1948;Szenen zu Homers Ilias Szenen zu Homers Ilias/Hektor vor den Schiffen
1949;Szenen zu Homers Ilias Szenen zu Homers Ilias/Achill an Patroklus Leiche
1950;Szenen zu Homers Ilias Szenen zu Homers Ilias/Achill wütet im Skamander
1951;Szenen zu Homers Ilias Szenen zu Homers Ilias/Hektors Tod
1952;Szenen zu Homers Ilias Szenen zu Homers Ilias/Hektors Heimkehr
1953;Szenen zu Homers Ilias Szenen zu Homers Ilias/Dem Andenken seines in Frankreich 1914 gefallenen Bruders gewidmetes Beiblatt
1954;Entwurf zu einem Wohnhaus, Akademische Studie, Aufriss und Schnitt
1955;Gronau (Bad Vilbel), Schulhaus, Bestandsaufnahme und Entwurf, perspektivische Ansicht, Grundrisse und Lageplan
1956;Gronau (Bad Vilbel), Schulhaus, Bestandsaufnahme und Entwurf, perspektivische Ansicht, Grundrisse und Lageplan Gronau (Bad Vilbel), Schulhaus, Bestandsaufnahme und Entwurf, perspektivische Ansicht, Grundrisse und Lageplan/Gronau (Bad Vilbel), Entwurf zum evangelisch-lutherischen Schulhaus, perspektivische Ansicht und Grundrisse
1957;Gronau (Bad Vilbel), Schulhaus, Bestandsaufnahme und Entwurf, perspektivische Ansicht, Grundrisse und Lageplan Gronau (Bad Vilbel), Schulhaus, Bestandsaufnahme und Entwurf, perspektivische Ansicht, Grundrisse und Lageplan/Gronau (Bad Vilbel), Hofanlage zwischen Pfarr- und Schulhaus, Bestandsaufnahme, Lageplan
1958;Marburg, altes Anatomiegebäude, Zoologisches Institut, zweites Geschoss, Bestandsaufnahme, Grundriss
1959;Lettner-Relief am vorspringenden Mittelteil mit Darstellung des Teufels und zwei Verdammten
1960;Ofengiebelkachel
1961;Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 13: Die Trompeten von Jericho und die Bundeslade
1962;Wächtersbach, Turm der Pfarrkirche, Bauaufnahme, Druckvorlage Schnitt
1963;Verpackte Flasche mit blauem Glas und Büchse
1964;Kassel, Opernhaus (Altes Hoftheater) mit Umgebung, Bauaufnahme, Grundriss und Schnitt
1965;Wirtheim, Katholische Kirche Sankt Peter und Paul, Bestandsaufnahme, Druckvorlage, Grundriss
1966;Kleine Brücke über den Erlengraben
1967;Fotoaufnahmen auf dem Tumulus St. Michel (Carnac) (vgl. Aufnahme LA 617/8)
1968;Bildnis des Johann Fuchs (1574-1631), Mitglied des Deutschen Ordens seit 1615
1969;Gemme: Satyr mit Traube und Panther
1970;Szenen zu Homers Odyssee
1971;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Bei den Phäaken
1972;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Bei Kalypso
1973;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Errettung des Schiffbrüchigen
1974;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Begegnung mit Nausikaa
1975;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Polyphem
1976;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/In der Unterwelt
1977;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Ankunft in Ithaka
1978;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Bei Eumäos
1979;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Sein Hund erkennt ihn
1980;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Hinauswurf des Bettlers
1981;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Kampf mit den Freiern
1982;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Wiedersehen der Gatten
1983;Szenen zu Homers Odyssee Szenen zu Homers Odyssee/Athene gebietet Frieden
1984;Entwurf zu einem Wohnhaus, Akademische Studie, Grundriss
1985;Lettner-Relief am vorspringenden Mittelteil mit Darstellung eines Engels und zwei Seligen
1986;Großenenglis (Borken), Schulhaus, Entwurf, Lageplan, Aufrisse, Grundrisse und Querschnitt
1987;Großenenglis (Borken), Schulhaus, Entwurf, Lageplan, Aufrisse, Grundrisse und Querschnitt Großenenglis (Borken), Schulhaus, Entwurf, Lageplan, Aufrisse, Grundrisse und Querschnitt/Großenenglis (Borken), Schulhaus, Entwurf, Lageplan
1988;Großenenglis (Borken), Schulhaus, Entwurf, Lageplan, Aufrisse, Grundrisse und Querschnitt Großenenglis (Borken), Schulhaus, Entwurf, Lageplan, Aufrisse, Grundrisse und Querschnitt/Großenenglis (Borken), Schulhaus, Entwurf, Aufrisse, Grundrisse und Querschnitt
1989;Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 14: Das Passahlamm und Moses
1990;Henkeltasse aus dem Grabhügel U 9 vom Neuen Botanischen Garten Marburgs
1991;Marburg, ehemalige Universitäts-Frauenklinik, Säule, Entwurf, Aufriss, Querschnitt und Grundrisse
1992;Winne, Domäne, Schweineställe und Schuppen, Entwurf, Grundriß, Aufriss und Lagplan
1993;Trachtenumzug mit Trachten aus Ruhlkirche-Seibelsdorf
1994;Merxhausen (Emstal), Landeshospital, Entwurf zum Gewölbe der Spülküche, Schnitte
1995;Abgeblühter Löwenzahn
1996;Marburg, Alte Universität, Skizze zum Haupteingang, Aufriss
1997;Landgrafenschloß in Kassel, Nordseite Entwurf zum Anbau eines Turms
1998;Kunstschutzkampagne Frankreich: Filmarbeiten in Rampillon mit Dr. Gustav André
1999;Töpfer an der Drehscheibe
2000;Bildnis des Georg Daniel von Habel (1592-1652), Mitglied des Deutschen Ordens seit 1609
2001;Drei Teilnehmer einer Automobil-Erkennungsfahrt vor dem 1. Weltkrieg beim Ausruhen in Jüterbog
2002;Gemme: arabische Inschrift
2003;Bärin mit zwei Jungen
2004;"Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 7: Soldaten, die ""Versuchung"" und der Erzengel Gabriel"
2005;Nordfrankreich-Mappe
2006;Nordfrankreich-Mappe Nordfrankreich-Mappe/Nordfrankreich 1940
2007;Nordfrankreich-Mappe Nordfrankreich-Mappe/Ankunft in Paris
2008;Nordfrankreich-Mappe Nordfrankreich-Mappe/Kanalküste mit versenktem Schiff
2009;Nordfrankreich-Mappe Nordfrankreich-Mappe/Mantes
2010;Nordfrankreich-Mappe Nordfrankreich-Mappe/Rouen, Blick zur Kathedrale
2011;Nordfrankreich-Mappe Nordfrankreich-Mappe/Rouen, vor der Kathedrale
2012;Nordfrankreich-Mappe Nordfrankreich-Mappe/Zerstörte Brücken in Rouen
2013;Nordfrankreich-Mappe Nordfrankreich-Mappe/Zerstörtes Schiff auf der Seine
2014;Nordfrankreich-Mappe Nordfrankreich-Mappe/Dorfstraße in der Normandie
2015;Nordfrankreich-Mappe Nordfrankreich-Mappe/In Le Havre
2016;Nordfrankreich-Mappe Nordfrankreich-Mappe/Bombentreffer in Hafenhalle
2017;Schokoladentasse mit Untertasse
2018;Berlin, Kleines Theater, Aufführung, Nachtasyl v. Gorki
2019;Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen
2020;Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen/Marburg, Landgrafenschloss, Südflügel, Bestandszeichnung und Entwurf, Grundrisse und Aufsicht der Träger
2021;Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen/Marburg, Landgrafenschloss, Südflügel, Entwurf, Dachkonstruktion, Konstruktionszeichnung, Querschnitt
2022;Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen/Marburg, Landgrafenschloss, Südflügel, Entwurf, Dachkonsturktion, Querschnitt
2023;Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen Marburg, Landgrafenschloss, Südflügel, Dachkonstruktion, Entwurf, Grundrisse, Querschnitt und Aufsicht, statische Berechnungen/Marburg, Landgrafenschloss, Südflügel, statische Berechnung des Daches, Konstuktionszeichnung, Querschnitte
2024;Marburg, ehemalige Universitäts-Frauenklinik, Versorgungsschächte, Entwurf, Querschnitt
2025;Wirmighausen, Krug auf der Heidbreite, Bestandsaufnahme, schematischer Grundriss
2026;Merxhausen (Emstal), Landeshospital, Lazarett, Plaster, Entwurf, Aufriss
2027;Partie am Bodensee bei Uhldingen-Mühlhofen
2028;Marburg, Alte Universität, Skizze zu einem Portal mit Turm des Haupteinganges, Aufriss
2029;Die Klosterkirche Saint-Étienne in Caen von Südosten (Aufnahme im Rahmen der Fotokampagne im besetzten Frankreich)
2030;Philippsthal, Schloss mit ehemaliger Klosterkirche, Kellergeschoss, Umbauentwurf, Teil-Grundriss
2031;Fenster (Glasmalerei)
2032;"Satirische Darstellung eines Aufzuges (Prozession, Trionfo), Bild 8: Abel und Kain (Herkules) und ""Abendmahlsträger"""
2033;"Gemme: ""Lebkuchenstein"""
2034;Fohlen
2035;Zwei Tassen mit den Portraits eines Ehepaares und dazugehörigen Untertassen
2036;Zwei Tassen mit den Portraits eines Ehepaares und dazugehörigen Untertassen Zwei Tassen mit den Portraits eines Ehepaares und dazugehörigen Untertassen/Tasse mit dem Portrait einer Frau
2037;Zwei Tassen mit den Portraits eines Ehepaares und dazugehörigen Untertassen Zwei Tassen mit den Portraits eines Ehepaares und dazugehörigen Untertassen/Tasse mit dem Portrait eines Mannes
2038;Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm
2039;Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm/Das Lumpengesindel
2040;Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm/Hähnchen und Hühnchen unterm Nußbaum
2041;Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm/Die Ente kommt
2042;Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm Bilderbuchillustrationen zum Märchen Lumpengesindel der Brüder Grimm/Stecknadel und Nähnadel wollen mit
